Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2000,March,Maryland,Restaurant,,,,,,3,0,0
2000,March,Maryland,Restaurant; Grocery Store,,,,,,3,0,0
2000,March,Maryland,Restaurant,,,,,,6,,
2000,March,Maryland,Restaurant,,,,,,2,0,0
2000,March,Maryland,Restaurant,,,,,,3,0,0
2000,March,Maryland,Restaurant,,,,,,3,0,0
2000,March,Maryland,Restaurant,"Sandwich, Chicken",Chicken,,,,2,0,0
2000,March,Massachusetts,,Strawberries,"Fruit, Unspecified",Hepatitis A,,Confirmed,8,,
2000,March,Massachusetts,Restaurant,"Clams, Fried; Clams, Steamed",,,,,5,,
2000,March,Massachusetts,Restaurant,"Ground Beef, Cheeseburger; French Fries; Lettuce, Unspecified",Leafy Green,,,,3,,
2000,March,Massachusetts,Restaurant,,,Salmonella enterica,,Confirmed,4,0,
2000,March,Michigan,Restaurant,"Chicken, Other",Chicken,,,,3,0,0
2000,March,Michigan,Catering Service,,,,,,10,0,0
2000,March,Michigan,Restaurant,"Spinach, Unspecified; Greek Salad",,,,,2,0,0
2000,March,Michigan,Restaurant,,,,,,5,0,0
2000,March,Michigan,Restaurant,,,Norovirus genogroup I,,Confirmed,11,3,0
2000,March,Michigan,Restaurant,,,,,,3,,
2000,March,Michigan,Restaurant,"Eggs, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,11,0,0
2000,March,Michigan,,Seafood-Based Salad Unspecified,,,,,4,,
2000,March,Michigan,Restaurant; Private Home/Residence,,,,,,11,0,0
2000,March,Michigan,Restaurant,"Ice Cream, Unspecified",,,,,2,0,0
2000,March,Michigan,Restaurant,"Beef, Chili",,,,,2,,
2000,March,Minnesota,School/College/University,"Ground Beef, Unspecified",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,18,2,0
2000,March,Minnesota,Restaurant,,,Hepatitis A,,Confirmed,39,2,0
2000,March,Montana,,,,,,,3,,
2000,March,Montana,,,,,,,4,,
2000,March,Montana,,"Ground Beef, Hamburger",,,,,3,,
2000,March,Multistate,Restaurant; Grocery Store; School/College/University,Mung Bean Sprouts,Sprouts,Salmonella enterica,Enteritidis,Confirmed,75,3,
2000,March,Multistate,,"Orange Juice, Unpasteurized","Fruit, Unspecified",Salmonella enterica,Enteritidis,Confirmed,88,,
2000,March,New Hampshire,,,,Salmonella enterica,Thompson,Confirmed,4,,
2000,March,New York,School/College/University,"Ground Beef, Cheeseburger",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,43,2,
2000,March,New York,Catering Service,Multiple Foods,,,,,26,,
2000,March,New York,Restaurant,,,,,,10,,
2000,March,New York,Restaurant,,,Norovirus genogroup I,,Confirmed,13,,
2000,March,Ohio,Catering Service,,,Norovirus genogroup I,,Suspected,24,,
2000,March,Ohio,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,33,,0
2000,March,Ohio,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,99,0,0
2000,March,Ohio,Private Home/Residence; Grocery Store,,,,,,3,,
2000,March,Ohio,Restaurant; Private Home/Residence,,,Norovirus genogroup I,,Suspected,21,1,0
2000,March,Oregon,Restaurant,,,,,,7,0,0
2000,March,Oregon,Private Home/Residence,,,,,,8,0,0
2000,March,Pennsylvania,Restaurant,Unknown Food,,,,,30,0,0
2000,March,Pennsylvania,School/College/University,"Taco, Beef",Beef,Clostridium perfringens,,Confirmed,20,0,0
2000,March,Pennsylvania,Private Home/Residence; Grocery Store; School/College/University,Strawberries,,,,,14,0,0
2000,March,South Carolina,School/College/University,"Ground Beef, Hamburger; Gelatin, Unspecified; Multiple Foods",,Norovirus genogroup I,,Suspected,117,1,0
2000,March,South Dakota,Restaurant,"Ham, Unspecified",,Norovirus genogroup I,,Confirmed,94,,0
2000,March,Tennessee,Restaurant,,,,,,9,0,0
2000,March,Tennessee,Restaurant,,,Norovirus genogroup I,,Confirmed,18,,0
2000,March,Tennessee,Restaurant,,,Staphylococcus aureus,,Suspected,7,0,0
2000,March,Tennessee,Restaurant,,,Staphylococcus aureus,,Confirmed,10,0,0
2000,March,Utah,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,11,1,
2000,March,Vermont,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,16,1,0
2000,March,Virginia,Restaurant,"Butter; Bagels; Iceberg Lettuce, Unspecified",,Norovirus genogroup I,,Confirmed,130,,
2000,March,Washington,Restaurant,"Salsa, Unspecified; Guacamole, Unspecified",,Hepatitis A,,Confirmed,4,0,0
2000,March,Washington,Restaurant,"Chicken Fried Rice; Chicken, Unspecified",,,,,3,0,0
2000,March,Washington,Restaurant,"Oysters, Raw","Oysters, Raw",Virus,,Suspected,4,0,0
2000,March,Washington,Restaurant,"Vegetable Dip, Unspecified",,,,,3,0,0
2000,March,Washington,Restaurant,"Noodles, Unspecified",Pasta,Staphylococcus aureus,,Suspected,2,0,0
2000,March,Washington,Restaurant,Chicken Salad,Chicken,,,,2,0,0
2000,March,Washington,Restaurant,Multiple Foods,,Norovirus genogroup I,,Suspected,11,0,0
2000,March,Washington,Restaurant,,,Virus,,Suspected,2,0,0
2000,March,Washington,Restaurant,"Chicken, Unspecified",Chicken,,,,3,0,0
2000,March,Washington DC,School/College/University,"Sandwich, Tuna Salad; Sandwich, Chicken Salad",,Rotavirus,,Confirmed,108,,
2000,March,Wisconsin,Restaurant,,,,,,12,1,0
2000,March,Wisconsin,Restaurant,"Multiple Cheeses, Unspecified; Fruit Salad",,Norovirus genogroup I,,Confirmed,23,0,0
2000,April,Alabama,Restaurant,,,,,,5,,
2000,April,Alabama,Restaurant,"Liver, Chicken",,,,,2,0,0
2000,April,Alabama,Restaurant,,,,,,2,,
2000,April,Alabama,Restaurant,,,Bacillus cereus,,Suspected,6,0,0
2000,April,Alabama,Restaurant,,,,,,3,,
2000,April,Alabama,Restaurant,,,,,,4,,
2000,April,California,Restaurant,,,,,,33,,
2000,April,California,Restaurant,"Chicken, Other",,Staphylococcus aureus,,Suspected,30,,
2000,April,California,Restaurant,,,,,,30,,
2000,April,California,Restaurant,,,,,,2,0,0
2000,April,California,Restaurant,,,Norovirus genogroup I,,Suspected,16,,
2000,April,California,Grocery Store,"Chicken, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,12,2,
2000,April,California,Restaurant,"Salad Dressing, Unspecified",,Norovirus genogroup I,,Suspected,27,0,0
2000,April,California,Nursing Home/Assisted Living Facility,,,,,,13,1,
2000,April,California,Restaurant,Shrimp Cocktail,,,,,5,,
2000,April,California,Restaurant,,,Staphylococcus aureus,,Suspected,4,,
2000,April,California,Private Home/Residence,"Turkey Loaf; Shell Eggs, Boiled Hard",,Salmonella enterica,Thompson,Confirmed,6,2,
2000,April,California,Restaurant,Green Salad,Leafy Green,Norovirus genogroup I,,Suspected,27,,
2000,April,Colorado,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,,Suspected,11,,0
2000,April,Florida,Restaurant,"Crab, Unspecified",,Vibrio parahaemolyticus,,Suspected,3,,
2000,April,Florida,Restaurant,"Pizza, Unspecified; Taco, Beef",,,,,2,0,0
2000,April,Florida,Restaurant,"Chicken, Unspecified",Chicken,Salmonella enterica,Group B,Confirmed,5,,
2000,April,Florida,Restaurant,"Pizza, Meat",,,,,9,0,0
2000,April,Florida,Private Home/Residence; Religious Facility,"Chicken, Bbq",Chicken,Salmonella enterica,Group C1,Confirmed,17,3,0
2000,April,Florida,Private Home/Residence,Strawberries,,,,,10,,
2000,April,Florida,Restaurant,"Taco, Beef",Beef,,,,2,,
2000,April,Florida,Restaurant,"Pizza, Unspecified; Chicken, Buffalo Wings",,,,,5,,
2000,April,Florida,Restaurant,"Ground Beef, Cheeseburger",,Salmonella enterica,,Suspected,2,,
2000,April,Florida,School/College/University,"Orange Juice, Unspecified","Fruit, Unspecified; Water",Chemical or toxin,,Suspected,2,,
2000,April,Florida,,"Stir-Fry, Unspecified",,Norovirus genogroup I,,Suspected,32,,
2000,April,Florida,Restaurant,Garlic And Oil,,Staphylococcus aureus,,Suspected,5,,
2000,April,Florida,School/College/University,"Pineapple, Unspecified","Fruit, Unspecified",Heavy metals,,Confirmed,21,0,0
2000,April,Florida,Restaurant,"Soup, Clam Chowder",Milk; Root (Eg. Potato); Shellfish,,,,2,0,0
2000,April,Florida,Restaurant,"Rice, Yellow",Rice,Bacillus cereus,,Suspected,3,0,0
2000,April,Florida,Restaurant,Multiple Foods,,,,,3,1,
2000,April,Florida,Restaurant; Private Home/Residence,"Clams, Unspecified",Clams,,,,7,0,0
2000,April,Florida,Restaurant,"Pizza, Unspecified",,,,,2,,
2000,April,Florida,Restaurant,"Rice, Unspecified; Vegetable Tempura; Yakitori, Chicken; Chicken Tempura",,Bacillus cereus,,Suspected,6,,
2000,April,Florida,Restaurant,"Soup, Potato; Potato Salad",Root (Eg. Potato); Root (Eg. Potato),Staphylococcus aureus,,Suspected,2,0,0
2000,April,Florida,Restaurant,,,,,,4,,
2000,April,Florida,Restaurant,"Beef, Other",,,,,4,2,
2000,April,Florida,Restaurant,"Ethnic Style, Unspecified",,Salmonella enterica,,Suspected,2,0,0
2000,April,Florida,Private Home/Residence,Bean Dishes,,,,,2,,
2000,April,Florida,Restaurant,"Soda, Unspecified; Pizza, Unspecified",,Norovirus genogroup I,,Suspected,14,2,0
2000,April,Florida,Restaurant,"Chicken, Unspecified; Pie, Merengue",,,,,2,,
2000,April,Florida,Restaurant,"Beans, Bbq",,Clostridium perfringens,,Suspected,2,,
2000,April,Florida,Restaurant,"Spinach Salad; Ice Cream, Unspecified; Caesar Salad",Leafy Green; Leafy Green,Norovirus genogroup I,,Suspected,5,0,0
2000,April,Georgia,Office/Indoor Workplace,Fruit Smoothie,,Norovirus genogroup I,,Confirmed,136,,
2000,April,Hawaii,Restaurant,Unspecified Fish; Caesar Salad,,,,,5,0,0
2000,April,Hawaii,Restaurant,,,,,,3,0,0
2000,April,Hawaii,Restaurant,"Tuna, Unspecified; Shrimp, Baked",,Scombroid toxin,,Suspected,2,0,0
2000,April,Illinois,Private Home/Residence,Turkey And Stuffing,,Clostridium perfringens,,Confirmed,28,1,
2000,April,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,4,,
2000,April,Illinois,Restaurant,"Taco, Chicken",Chicken,Clostridium perfringens,,Suspected,2,0,0
2000,April,Illinois,Catering Service,Ranch Dressing,,Norovirus genogroup I,,Suspected,6,,0
2000,April,Illinois,Catering Service,,,Norovirus genogroup I,,Suspected,10,0,0
2000,April,Illinois,Private Home/Residence,"Gelatin, Unspecified",,Norovirus genogroup I,,Confirmed,7,,
2000,April,Illinois,Restaurant,"Cheese Sticks; Ground Beef, Cheeseburger",,,,,3,0,0
2000,April,Indiana,Religious Facility,,,Norovirus genogroup II,GII_2,Confirmed,49,0,0
2000,April,Iowa,Restaurant,,,Norovirus genogroup I,,Suspected,13,,
2000,April,Maryland,Private Home/Residence,,,Salmonella enterica,Heidelberg,Confirmed,7,1,0
2000,April,Maryland,Restaurant,Crab Cakes,,Vibrio parahaemolyticus,,Confirmed,3,1,0
2000,April,Maryland,Restaurant,,,Clostridium perfringens,,Suspected,8,0,0
2000,April,Maryland,Restaurant,"Pizza, Cheese",,,,,4,0,0
2000,April,Maryland,Restaurant,,,,,,2,0,0
2000,April,Maryland,Restaurant,,,,,,3,0,0
2000,April,Maryland,Private Home/Residence; Grocery Store,"Mussels, Unspecified",,,,,4,0,0
2000,April,Maryland,Restaurant,"Beef/Steak Dish, Other; Taco, Beef",,,,,2,,
2000,April,Maryland,Restaurant,Crab Soup,,,,,3,,
2000,April,Maryland,Grocery Store,"Deli Meat, Pastrami",,,,,3,0,0
2000,April,Maryland,Restaurant,"Fried Rice, Unspecified; Chicken, Buffalo Wings",,,,,4,0,0
2000,April,Massachusetts,Prison/Jail,,,,,,20,,
2000,April,Massachusetts,Restaurant,,,,,,20,0,0
2000,April,Michigan,Restaurant; Private Home/Residence,"Ground Beef, Unspecified",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,3,0
2000,April,Michigan,Restaurant,Multiple Foods,,,,,2,,
2000,April,Michigan,Restaurant,"Chicken, Unspecified; Coleslaw",,,,,7,0,0
2000,April,Michigan,Restaurant,,,,,,5,0,0
2000,April,Michigan,Restaurant,"Ethnic Style, Unspecified",,,,,2,0,0
2000,April,Michigan,Restaurant,,,,,,4,0,0
2000,April,Michigan,Restaurant,,,,,,2,,
2000,April,Michigan,Restaurant,"Chicken, Buffalo Wings",,,,,2,0,0
2000,April,Michigan,Restaurant; Private Home/Residence,"Potato, Mashed; Cake, Unspecified",,,,,6,0,0
2000,April,Michigan,Restaurant,,,,,,3,0,0
2000,April,Michigan,Restaurant,"Ground Beef, Hamburger",,,,,2,,
2000,April,Michigan,Restaurant,Multiple Foods,,,,,2,,
2000,April,Michigan,Restaurant,,,,,,5,0,0
2000,April,Minnesota,Restaurant,"Ham, Unspecified",,Norovirus genogroup I,,Suspected,11,0,0
2000,April,Minnesota,Restaurant,,,,,,6,0,0
2000,April,Minnesota,Restaurant,Multiple Foods,,Salmonella enterica,Heidelberg,Confirmed,7,1,0
2000,April,Minnesota,School/College/University,Salad Bar,,Norovirus genogroup I,,Suspected,37,2,0
2000,April,Minnesota,Restaurant,"Salad, Unspecified",,,,,2,0,0
2000,April,Minnesota,Restaurant,,,Hepatitis A,,Confirmed,9,1,0
2000,April,Mississippi,Private Home/Residence,"Ground Beef, Unspecified; Peppers, Bell; Onion, Unspecified",Rice,Clostridium perfringens; Bacillus other,,Confirmed; Confirmed,5,,
2000,April,Mississippi,,"Stuffing, Unspecified; Chicken, Unspecified",,Salmonella enterica,Heidelberg,Confirmed,6,3,0
2000,April,Montana,,,,,,,25,,
2000,April,Montana,,,,,,,71,,
2000,April,Montana,School/College/University,,,,,,82,3,0
2000,April,Multistate,Private Home/Residence,"Homemade Cheese, Unpasteurized",Milk,Campylobacter jejuni,,Confirmed,18,0,0
2000,April,Multistate,Restaurant; Private Home/Residence; Grocery Store; Nursing Home/Assisted Living Facility,Cantaloupe,,Salmonella enterica,Poona,Confirmed,47,11,0
2000,April,Multistate,,,,Salmonella enterica,Group E1,Confirmed,30,4,0
2000,April,New York,Restaurant,"Sandwich, Submarine",,,,,16,,
2000,April,New York,,"Scallops, Unspecified",,Virus,,Suspected,12,,
2000,April,New York,Restaurant; Private Home/Residence,Chicken Fried Rice,,Bacillus cereus,,Suspected,6,,0
2000,April,Ohio,Restaurant,,,,,,5,,
2000,April,Ohio,Private Home/Residence,"Home Canned Pepper, Unspecified",Vine-Stalk Eg. Tomato,Clostridium botulinum,,Confirmed,3,3,1
2000,April,Ohio,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,4,,
2000,April,Ohio,Restaurant,,,,,,2,0,0
2000,April,Ohio,Restaurant; Private Home/Residence,Fruit-Based Salads Unspecified,,Norovirus genogroup I,Unknown,Confirmed,40,,0
2000,April,Ohio,Restaurant,Seven-Layer Salad,,Norovirus genogroup I,Unknown,Confirmed,76,,0
2000,April,Ohio,Restaurant,"Salad, Unspecified; Chicken, Unspecified; Bread, Unspecified",,,,,2,,
2000,April,Ohio,Restaurant,,,Norovirus genogroup I,Unknown,Confirmed,11,,
2000,April,Ohio,Restaurant,Seven-Layer Salad,,Norovirus genogroup I,Unknown,Confirmed,60,,0
2000,April,Ohio,Restaurant,,,Norovirus genogroup I,Unknown,Suspected,3,,
2000,April,Ohio,Restaurant,,,Norovirus genogroup I,Unknown,Confirmed,9,,
2000,April,Oregon,Catering Service,,,,,,17,,
2000,April,Oregon,Restaurant,,,Norovirus genogroup I,,Suspected,22,,
2000,April,Oregon,,,,Norovirus genogroup I,,Suspected,25,0,0
2000,April,Pennsylvania,,,,Salmonella enterica,Thompson,Confirmed,2,0,0
2000,April,Pennsylvania,Grocery Store,"Salmon, Unspecified",Fin Fish,Bacillus cereus,,Confirmed,3,0,0
2000,April,Pennsylvania,Restaurant,,,,,,41,0,0
2000,April,Pennsylvania,Restaurant,,,,,,2,0,0
2000,April,Texas,Restaurant,,,,,,3,0,0
2000,April,Texas,,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,15,,0
2000,April,Texas,Restaurant; Private Home/Residence,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,13,,
2000,April,Virginia,Private Home/Residence,Macaroni And Cheese,Egg,Salmonella enterica,Enteritidis,Confirmed,106,14,0
2000,April,Washington,Restaurant,Multiple Foods,,,,,3,0,0
2000,April,Washington,Restaurant,"Chicken, Unspecified",Chicken,,,,3,0,0
2000,April,Washington,Restaurant,"Chicken, Teriyaki",,,,,4,0,0
2000,April,Washington,Restaurant,"Pork, Bbq",,Clostridium perfringens,,Suspected,2,0,0
2000,April,Washington,Restaurant,"Rice, Unspecified",,,,,2,0,0
2000,April,Washington,Restaurant,Multiple Foods,,,,,2,0,0
2000,April,Wisconsin,Restaurant,,,Clostridium perfringens,,Confirmed,8,0,0
2000,May,Alabama,Restaurant,"Eggplant, Unspecified",,,,,2,1,
2000,May,Alabama,Religious Facility,"Pork, Bbq",Sauces/ Dressings,Staphylococcus aureus,,Confirmed,34,,0
2000,May,Alabama,Restaurant,,,,,,3,0,0
2000,May,Alabama,Restaurant,,,,,,4,0,0
2000,May,Alabama,Restaurant,,,,,,2,0,0
2000,May,Arkansas,Restaurant,"Chicken, Unspecified",Chicken,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,36,14,0
2000,May,California,Restaurant,"Rice, Unspecified",Rice,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,15,0,0
2000,May,California,Restaurant,"Carne Asada; Pork, Other",Beef; Pork,Salmonella enterica,Heidelberg,Confirmed,17,6,0
2000,May,California,Restaurant,,,Campylobacter jejuni,,Confirmed,2,,
2000,May,California,Private Home/Residence; Grocery Store,,,,,,30,,
2000,May,California,Catering Service,"Beans, Unspecified",,,,,15,,
2000,May,California,Restaurant,,,,,,10,,
2000,May,California,Restaurant,"Bread, Banana; Strawberries; Muffin, Unspecified",,Norovirus genogroup I,,Suspected,100,,
2000,May,California,Restaurant,,,Norovirus genogroup I,,Confirmed,10,1,
2000,May,California,Restaurant,Unknown Food,,Norovirus genogroup I,,Confirmed,8,,
2000,May,California,Restaurant,,,Norovirus genogroup I,,Suspected,19,3,
2000,May,California,Private Home/Residence,"Carnitas, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,5,,
2000,May,California,Private Home/Residence; Grocery Store,"Ground Beef, Unspecified; Tortilla, Unspecified; Cheese, Unspecified; Lettuce, Unspecified",,Norovirus genogroup I,,Confirmed,19,,
2000,May,Colorado,Restaurant,Green Salad,,Norovirus genogroup I,,Confirmed,62,,
2000,May,Colorado,Restaurant,,,"Escherichia coli, Enteropathogenic",,Suspected,41,,
2000,May,Colorado,Restaurant,"Burrito, Beef",,Clostridium perfringens,,Suspected,2,,
2000,May,Connecticut,Restaurant,"Sandwich, Roast Beef; Sandwich, Turkey",,,,,8,0,0
2000,May,Connecticut,Restaurant,Lettuce-Based Salads Unspecified,Leafy Green,Campylobacter jejuni,,Confirmed,13,1,0
2000,May,Florida,Restaurant,"Mozarella, Unspecified; Sauces, Unspecified; Pasta, Unspecified; Soda, Unspecified; Garlic Rolls",,,,,3,,
2000,May,Florida,Restaurant,Coleslaw,Leafy Green; Root (Eg. Potato); Sauces/ Dressings,,,,2,,
2000,May,Florida,,"Sausage, Other",,Staphylococcus aureus,,Suspected,6,6,
2000,May,Florida,Grocery Store,"Ice Cream, Unspecified",,,,,2,,
2000,May,Florida,Restaurant,"Chicken, Fried; Salad Bar",,,,,5,,
2000,May,Florida,Restaurant,"Pork, Bbq",,,,,3,,
2000,May,Florida,Restaurant,"Fish, Kingfish",,,,,2,1,
2000,May,Florida,Restaurant,French Fries,,,,,2,,
2000,May,Florida,Restaurant,Mashed Potato/Gravy,,,,,4,0,0
2000,May,Florida,Restaurant,"Chicken, Bbq",,Norovirus genogroup I,,Suspected,17,0,0
2000,May,Florida,Restaurant,"Mozarella, Unspecified",,Norovirus genogroup I,,Suspected,6,,
2000,May,Florida,Restaurant,"Soda, Unspecified; Pizza, Unspecified",,Norovirus genogroup I,Unknown,Confirmed,142,0,0
2000,May,Florida,Restaurant,"Doughnuts, Unspecified",Cream Filling,,,,3,,
2000,May,Florida,Private Home/Residence; Grocery Store,Picadillo,,,,,7,4,
2000,May,Florida,Restaurant,"Chicken, Unspecified",Chicken,,,,2,0,0
2000,May,Florida,Restaurant,"Chicken, Unspecified",,Staphylococcus aureus,,Suspected,8,2,
2000,May,Florida,Restaurant,"Crab, Unspecified",Crustacean,,,,3,0,0
2000,May,Florida,Restaurant,"Salad, Unspecified",,Salmonella enterica,,Suspected,6,0,0
2000,May,Florida,Restaurant,"Fish, Dolphin",,Ciguatoxin,,Confirmed,4,1,
2000,May,Florida,Restaurant,,,,,,2,,
2000,May,Florida,Restaurant,"Chicken, Fried",Bread,,,,4,4,0
2000,May,Florida,Private Home/Residence,"Snapper, Unspecified",,Ciguatoxin,,Confirmed,4,2,
2000,May,Florida,Restaurant,"Omelette; Salmon, Unspecified; Shrimp, Unspecified",,,,,2,1,
2000,May,Florida,Restaurant,"Pizza, Cheese",,Staphylococcus aureus,,Suspected,7,0,0
2000,May,Florida,Restaurant,"Pizza, Meat And Vegetable",,,,,3,0,3
2000,May,Florida,Restaurant,French Fries,,Chemical or toxin,,Suspected,3,0,0
2000,May,Florida,Restaurant,Alfalfa Sprouts,Sprouts,Salmonella enterica,,Suspected,3,0,0
2000,May,Georgia,Restaurant,Blackberries; Raspberries,,Cyclospora cayatenensis,,Confirmed,19,0,0
2000,May,Georgia,Restaurant,Chicken Salad,Chicken,Staphylococcus aureus,,Confirmed,12,11,0
2000,May,Georgia,School/College/University,,,Norovirus genogroup I,,Confirmed,20,,
2000,May,Guam,Restaurant,"Chicken, Unspecified",,,,,2,,
2000,May,Hawaii,Private Home/Residence,"Fish, Akule",Fin Fish,Scombroid toxin,,Suspected,3,0,0
2000,May,Hawaii,Restaurant,"Ground Beef, Meatloaf",,Staphylococcus aureus,,Confirmed,3,0,0
2000,May,Hawaii,Private Home/Residence,"Fish, Kole",Fin Fish,Ciguatoxin,,Confirmed,2,0,0
2000,May,Hawaii,Restaurant,"Sushi, Unspecified",,,,,34,0,0
2000,May,Hawaii,Restaurant,"Fish, Ahi",Fin Fish,Scombroid toxin,,Confirmed,4,0,
2000,May,Illinois,Private Home/Residence,,,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,7,0,0
2000,May,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,13,0,0
2000,May,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,6,0,0
2000,May,Illinois,Restaurant,"Roast Beef, Unspecified",Beef,Clostridium perfringens,,Confirmed,11,0,0
2000,May,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,6,0,0
2000,May,Illinois,Private Home/Residence,,,,,,13,,
2000,May,Illinois,Restaurant,Tuna Steak,Fin Fish,Scombroid toxin,,Confirmed,2,0,0
2000,May,Illinois,Restaurant,,,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,4,0,0
2000,May,Illinois,Restaurant,"Iceberg Lettuce, Unspecified; Coleslaw; Romaine Lettuce, Unspecified",Leafy Green,,,,9,1,
2000,May,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,8,0,0
2000,May,Illinois,Catering Service; Grocery Store,"Ham, Unspecified; Crab, Unspecified; Ranch Dressing",Vine-Stalk Eg. Tomato; Cream Filling,Norovirus genogroup I,,Suspected,55,2,0
2000,May,Illinois,Catering Service,"Melon, Unspecified",Melon,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,55,2,0
2000,May,Illinois,Restaurant,,,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,4,0,0
2000,May,Indiana,Catering Service,,,Virus,,Suspected,18,0,0
2000,May,Iowa,Restaurant,,,Norovirus genogroup I,,Confirmed,60,,
2000,May,Kansas,,,,,,,50,,
2000,May,Louisiana,,,,Norovirus genogroup I,,Confirmed,43,0,0
2000,May,Maine,Restaurant,"Eggs, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,2,1,0
2000,May,Maryland,Restaurant,,,,,,2,0,0
2000,May,Maryland,Restaurant,,,,,,59,0,0
2000,May,Maryland,Restaurant,,,,,,2,0,0
2000,May,Maryland,Restaurant,Chicken Salad,,Clostridium perfringens,,Confirmed,23,0,0
2000,May,Maryland,Restaurant,"Chicken, Other",,,,,10,0,0
2000,May,Maryland,Private Home/Residence,,,,,,8,1,0
2000,May,Maryland,Restaurant,,,Clostridium perfringens,,Suspected,12,0,0
2000,May,Massachusetts,Restaurant,"Mussels, Unspecified",,,,,7,,
2000,May,Michigan,Restaurant,"Chicken, Unspecified; Potato, Unspecified; Coleslaw",,,,,3,0,0
2000,May,Michigan,Restaurant,"Macaroni And Cheese; Unspecified Fish; Shrimp, Unspecified",,,,,2,,
2000,May,Michigan,Restaurant,"Fajita, Chicken",Chicken; Leafy Green,,,,4,0,0
2000,May,Michigan,Restaurant,"Burrito, Unspecified; Enchilada, Unspecified; Quesadilla, Unspecified",,,,,2,,
2000,May,Michigan,Restaurant,Chicken Salad,Chicken; Leafy Green,,,,5,0,0
2000,May,Michigan,Restaurant,,,Norovirus genogroup I,,Suspected,75,0,0
2000,May,Michigan,Restaurant,,,,,,17,,
2000,May,Michigan,,,,,,,6,,
2000,May,Michigan,Catering Service,,,Norovirus genogroup I,,Confirmed,184,,
2000,May,Michigan,Restaurant,,,,,,13,1,0
2000,May,Michigan,Restaurant,,,,,,2,0,0
2000,May,Michigan,Restaurant,"Salad, Unspecified; Salad Dressing, Unspecified",Leafy Green; Sauces/ Dressings,Salmonella enterica,Braenderup,Suspected,75,2,0
2000,May,Michigan,Restaurant,"Ice Cream, Unspecified",,,,,2,0,0
2000,May,Michigan,Restaurant,"Chicken, Unspecified; Coleslaw",,,,,2,,
2000,May,Minnesota,Restaurant,,,,,,6,0,0
2000,May,Minnesota,Restaurant,Multiple Foods,,Shigella sonnei,,Confirmed,3,3,0
2000,May,Minnesota,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,6,1,0
2000,May,Missouri,Restaurant,,,,,,7,1,0
2000,May,Multistate,Restaurant,"Deli Meat, Sliced Turkey",Turkey,Listeria monocytogenes,,Confirmed,29,29,7
2000,May,New Mexico,Private Home/Residence,"Stew/Chili, Other",,Salmonella enterica,Typhimurium var Cope,Confirmed,32,2,0
2000,May,New York,Private Home/Residence; Religious Facility,Multiple Foods,,Virus,,Suspected,46,0,0
2000,May,New York,Private Home/Residence,,,,,,23,,
2000,May,New York,,,,Norovirus genogroup I,,Confirmed,27,,
2000,May,New York,,Macaroni Salad,,Norovirus genogroup I,,Confirmed,114,,
2000,May,New York,,,,,,,4,,
2000,May,New York,Restaurant,Multiple Foods,,Salmonella enterica,,Confirmed,7,0,0
2000,May,New York,School/College/University,,,,,,35,,
2000,May,New York,Restaurant,Tuna Salad,Fin Fish,Scombroid toxin,,Suspected,2,,
2000,May,North Carolina,School/College/University,,,Norovirus genogroup I,,Suspected,50,,
2000,May,Ohio,Private Home/Residence,,,Norovirus genogroup I,Unknown,Confirmed,5,,
2000,May,Ohio,Restaurant,"Fish, Catfish",Fin Fish,Chemical or toxin,,Suspected,2,,
2000,May,Ohio,Office/Indoor Workplace,,,Norovirus genogroup I,Unknown,Confirmed,15,0,0
2000,May,Ohio,Restaurant,"Pizza, Unspecified",,Chemical or toxin,,Confirmed,5,,
